Vrus taxid	Host tax id	Evidence
1124655	1240777	tRNAs
1150869	1240777	tRNAs
180816	1240777	tRNAs
194949	1240777	tRNAs
379329	1240777	tRNAs
489779	1240777	tRNAs
97081	1240777	tRNAs
10730	1240776	tRNAs
1124655	1240776	tRNAs
1150869	1240776	tRNAs
180816	1240776	tRNAs
194949	1240776	tRNAs
379329	1240776	tRNAs
489779	1240776	tRNAs
97081	1240776	tRNAs
194949	1268975	tRNAs
379329	1268975	tRNAs
97081	1268975	tRNAs
10730	1268975	tRNAs
1124655	1268975	tRNAs
1150869	1268975	tRNAs
180816	1268975	tRNAs
489779	1268975	tRNAs
10730	1455599	tRNAs
1124655	1455599	tRNAs
1150869	1455599	tRNAs
180816	1455599	tRNAs
194949	1455599	tRNAs
379329	1455599	tRNAs
489779	1455599	tRNAs
97081	1455599	tRNAs
489779	1268976	tRNAs
10678	1268977	tRNAs
10730	1268977	tRNAs
1124655	1268977	tRNAs
1150869	1268977	tRNAs
180816	1268977	tRNAs
194949	1268977	tRNAs
343516	1268977	tRNAs
97081	1268977	tRNAs
379329	1268978	tRNAs
10730	1453472	tRNAs
1124654	1453472	tRNAs
1124655	1453472	tRNAs
1150869	1453472	tRNAs
180816	1453472	tRNAs
194949	1453472	tRNAs
489779	1453472	tRNAs
97081	1453472	tRNAs
10678	670904	tRNAs
1124655	670904	tRNAs
1150869	670904	tRNAs
379329	670904	tRNAs
489779	670904	tRNAs
10730	670904	tRNAs
180816	670904	tRNAs
194949	670904	tRNAs
97081	670904	tRNAs
10730	1411695	tRNAs
97081	1411696	tRNAs
379329	670905	tRNAs
10730	1411697	tRNAs
1124655	1411697	tRNAs
1150869	1411697	tRNAs
489779	1411697	tRNAs
10678	1207035	tRNAs
1124655	1207035	tRNAs
1150869	1207035	tRNAs
180816	1207035	tRNAs
194949	1207035	tRNAs
379329	1207035	tRNAs
489779	1207035	tRNAs
906669	1207035	tRNAs
97081	1207035	tRNAs
10678	1457300	tRNAs
10730	1457300	tRNAs
1124655	1457300	tRNAs
1150869	1457300	tRNAs
180816	1457300	tRNAs
194949	1457300	tRNAs
379329	1457300	tRNAs
489779	1457300	tRNAs
97081	1457300	tRNAs
10730	1125634	tRNAs
10761	1125634	tRNAs
1147145	1125634	tRNAs
173443	1125634	tRNAs
714583	1125634	tRNAs
180816	1116003	tRNAs
194949	1116003	tRNAs
97081	1116003	tRNAs
10678	1116003	tRNAs
10730	1116003	tRNAs
1124655	1116003	tRNAs
1150869	1116003	tRNAs
379329	1116003	tRNAs
489779	1116003	tRNAs
563769	1116003	tRNAs
10761	1116106	tRNAs
1124655	1116106	tRNAs
1147145	1116106	tRNAs
1150869	1116106	tRNAs
1168549	1116106	tRNAs
173443	1116106	tRNAs
379329	1116106	tRNAs
489779	1116106	tRNAs
714583	1116106	tRNAs
10730	1116108	tRNAs
10761	1116108	tRNAs
1127357	1116108	tRNAs
173443	1116108	tRNAs
180816	1116108	tRNAs
194949	1116108	tRNAs
379329	1116108	tRNAs
97081	1116108	tRNAs
1150869	1125652	tRNAs
489779	1125652	tRNAs
714583	1125652	tRNAs
10730	1116109	tRNAs
1124655	1116109	tRNAs
180816	1116109	tRNAs
10678	1116109	tRNAs
1147145	1116109	tRNAs
1150869	1116109	tRNAs
194949	1116109	tRNAs
379329	1116109	tRNAs
489779	1116109	tRNAs
97081	1116109	tRNAs
10761	1116103	tRNAs
1124655	1116103	tRNAs
1127357	1116103	tRNAs
1150869	1116103	tRNAs
194949	1116103	tRNAs
379329	1116103	tRNAs
489779	1116103	tRNAs
97081	1116103	tRNAs
10730	1116104	tRNAs
10761	1116104	tRNAs
1124655	1116104	tRNAs
1127357	1116104	tRNAs
1147145	1116104	tRNAs
1150869	1116104	tRNAs
173443	1116104	tRNAs
180816	1116104	tRNAs
194949	1116104	tRNAs
379329	1116104	tRNAs
489779	1116104	tRNAs
714583	1116104	tRNAs
97081	1116104	tRNAs
10730	1116105	tRNAs
1147145	1116105	tRNAs
1150869	1116105	tRNAs
180816	1116105	tRNAs
194949	1116105	tRNAs
379329	1116105	tRNAs
489779	1116105	tRNAs
97081	1116105	tRNAs
10730	1116130	tRNAs
10761	1116130	tRNAs
1124655	1116130	tRNAs
1127357	1116130	tRNAs
173443	1116130	tRNAs
180816	1116130	tRNAs
194949	1116130	tRNAs
97081	1116130	tRNAs
379329	1412827	tRNAs
10730	1444036	tRNAs
1124655	1444036	tRNAs
1147145	1444036	tRNAs
1150869	1444036	tRNAs
180816	1444036	tRNAs
194949	1444036	tRNAs
489779	1444036	tRNAs
714583	1444036	tRNAs
10730	1444064	tRNAs
1124655	1444064	tRNAs
1150869	1444064	tRNAs
180816	1444064	tRNAs
194949	1444064	tRNAs
379329	1444064	tRNAs
489779	1444064	tRNAs
97081	1444064	tRNAs
10678	1444092	tRNAs
10730	1444092	tRNAs
1124655	1444092	tRNAs
1150869	1444092	tRNAs
180816	1444092	tRNAs
379329	1444092	tRNAs
489779	1444092	tRNAs
97081	1444092	tRNAs
10730	1444117	tRNAs
1124655	1444117	tRNAs
1150869	1444117	tRNAs
180816	1444117	tRNAs
194949	1444117	tRNAs
379329	1444117	tRNAs
489779	1444117	tRNAs
97081	1444117	tRNAs
10730	1444147	tRNAs
1124655	1444147	tRNAs
1150869	1444147	tRNAs
180816	1444147	tRNAs
194949	1444147	tRNAs
379329	1444147	tRNAs
489779	1444147	tRNAs
97081	1444147	tRNAs
10730	1444175	tRNAs
1124655	1444175	tRNAs
1150869	1444175	tRNAs
180816	1444175	tRNAs
194949	1444175	tRNAs
379329	1444175	tRNAs
489779	1444175	tRNAs
97081	1444175	tRNAs
10730	1444200	tRNAs
1124655	1444200	tRNAs
1150869	1444200	tRNAs
180816	1444200	tRNAs
194949	1444200	tRNAs
379329	1444200	tRNAs
489779	1444200	tRNAs
97081	1444200	tRNAs
10730	1444228	tRNAs
1124655	1444228	tRNAs
1150869	1444228	tRNAs
180816	1444228	tRNAs
194949	1444228	tRNAs
379329	1444228	tRNAs
489779	1444228	tRNAs
97081	1444228	tRNAs
10730	1444258	tRNAs
1124655	1444258	tRNAs
1150869	1444258	tRNAs
180816	1444258	tRNAs
194949	1444258	tRNAs
379329	1444258	tRNAs
489779	1444258	tRNAs
97081	1444258	tRNAs
10730	1444037	tRNAs
1124655	1444037	tRNAs
1150869	1444037	tRNAs
180816	1444037	tRNAs
194949	1444037	tRNAs
379329	1444037	tRNAs
489779	1444037	tRNAs
97081	1444037	tRNAs
10730	1444065	tRNAs
1124655	1444065	tRNAs
1150869	1444065	tRNAs
180816	1444065	tRNAs
194949	1444065	tRNAs
379329	1444065	tRNAs
489779	1444065	tRNAs
97081	1444065	tRNAs
10730	1444148	tRNAs
1124655	1444148	tRNAs
1150869	1444148	tRNAs
180816	1444148	tRNAs
194949	1444148	tRNAs
379329	1444148	tRNAs
489779	1444148	tRNAs
97081	1444148	tRNAs
10730	1444176	tRNAs
1124655	1444176	tRNAs
1150869	1444176	tRNAs
180816	1444176	tRNAs
194949	1444176	tRNAs
379329	1444176	tRNAs
489779	1444176	tRNAs
97081	1444176	tRNAs
10730	1444038	tRNAs
1124655	1444038	tRNAs
1150869	1444038	tRNAs
180816	1444038	tRNAs
194949	1444038	tRNAs
379329	1444038	tRNAs
489779	1444038	tRNAs
97081	1444038	tRNAs
10730	1444202	tRNAs
1124655	1444202	tRNAs
1150869	1444202	tRNAs
180816	1444202	tRNAs
194949	1444202	tRNAs
379329	1444202	tRNAs
489779	1444202	tRNAs
97081	1444202	tRNAs
194949	1444039	tRNAs
97081	1444067	tRNAs
10730	1444120	tRNAs
1124655	1444120	tRNAs
1150869	1444120	tRNAs
180816	1444120	tRNAs
194949	1444120	tRNAs
379329	1444120	tRNAs
489779	1444120	tRNAs
97081	1444120	tRNAs
10730	1444150	tRNAs
1124655	1444150	tRNAs
1150869	1444150	tRNAs
379329	1444150	tRNAs
489779	1444150	tRNAs
1124655	1444178	tRNAs
1150869	1444178	tRNAs
180816	1444178	tRNAs
194949	1444178	tRNAs
379329	1444178	tRNAs
489779	1444178	tRNAs
906669	1444178	tRNAs
97081	1444178	tRNAs
10730	1444261	tRNAs
180816	1444261	tRNAs
194949	1444261	tRNAs
906669	1444261	tRNAs
10761	1444040	tRNAs
1124655	1444040	tRNAs
1127357	1444040	tRNAs
1150869	1444040	tRNAs
173443	1444040	tRNAs
379329	1444040	tRNAs
489779	1444040	tRNAs
97081	1444040	tRNAs
10730	1444068	tRNAs
1147145	1444068	tRNAs
180816	1444068	tRNAs
194949	1444068	tRNAs
379329	1444068	tRNAs
489779	1444068	tRNAs
714583	1444068	tRNAs
97081	1444068	tRNAs
10730	1444096	tRNAs
10761	1444096	tRNAs
1124655	1444096	tRNAs
1147145	1444096	tRNAs
1150869	1444096	tRNAs
173443	1444096	tRNAs
180816	1444096	tRNAs
714583	1444096	tRNAs
10730	1444121	tRNAs
1124655	1444121	tRNAs
1150869	1444121	tRNAs
180816	1444121	tRNAs
194949	1444121	tRNAs
379329	1444121	tRNAs
489779	1444121	tRNAs
97081	1444121	tRNAs
10730	1444151	tRNAs
1124655	1444151	tRNAs
1150869	1444151	tRNAs
180816	1444151	tRNAs
194949	1444151	tRNAs
379329	1444151	tRNAs
489779	1444151	tRNAs
97081	1444151	tRNAs
10730	1444179	tRNAs
1124655	1444179	tRNAs
1150869	1444179	tRNAs
180816	1444179	tRNAs
194949	1444179	tRNAs
379329	1444179	tRNAs
489779	1444179	tRNAs
97081	1444179	tRNAs
10730	1444204	tRNAs
1124655	1444204	tRNAs
1150869	1444204	tRNAs
180816	1444204	tRNAs
194949	1444204	tRNAs
379329	1444204	tRNAs
489779	1444204	tRNAs
97081	1444204	tRNAs
1150869	1444262	tRNAs
194949	1444262	tRNAs
379329	1444262	tRNAs
489779	1444262	tRNAs
97081	1444262	tRNAs
10730	1444262	tRNAs
1124655	1444262	tRNAs
180816	1444262	tRNAs
10730	1444152	tRNAs
1124655	1444152	tRNAs
1150869	1444152	tRNAs
180816	1444152	tRNAs
194949	1444152	tRNAs
379329	1444152	tRNAs
489779	1444152	tRNAs
97081	1444152	tRNAs
10730	1444205	tRNAs
10761	1444205	tRNAs
1124655	1444205	tRNAs
1127357	1444205	tRNAs
173443	1444205	tRNAs
180816	1444205	tRNAs
194949	1444205	tRNAs
97081	1444205	tRNAs
1150869	1444263	tRNAs
379329	1444263	tRNAs
489779	1444263	tRNAs
714583	1444263	tRNAs
10730	1444041	tRNAs
1124655	1444041	tRNAs
1147145	1444041	tRNAs
180816	1444041	tRNAs
194949	1444041	tRNAs
379329	1444041	tRNAs
489779	1444041	tRNAs
97081	1444041	tRNAs
10730	1444070	tRNAs
1124655	1444070	tRNAs
1150869	1444070	tRNAs
180816	1444070	tRNAs
194949	1444070	tRNAs
379329	1444070	tRNAs
489779	1444070	tRNAs
97081	1444070	tRNAs
10730	1444098	tRNAs
10761	1444098	tRNAs
1124655	1444098	tRNAs
1147145	1444098	tRNAs
1150869	1444098	tRNAs
173443	1444098	tRNAs
180816	1444098	tRNAs
714583	1444098	tRNAs
10730	1444123	tRNAs
1124655	1444123	tRNAs
1150869	1444123	tRNAs
180816	1444123	tRNAs
194949	1444123	tRNAs
379329	1444123	tRNAs
489779	1444123	tRNAs
97081	1444123	tRNAs
10730	1444153	tRNAs
1124655	1444153	tRNAs
1150869	1444153	tRNAs
180816	1444153	tRNAs
194949	1444153	tRNAs
379329	1444153	tRNAs
489779	1444153	tRNAs
97081	1444153	tRNAs
10730	1444181	tRNAs
1124655	1444181	tRNAs
1150869	1444181	tRNAs
180816	1444181	tRNAs
194949	1444181	tRNAs
379329	1444181	tRNAs
489779	1444181	tRNAs
97081	1444181	tRNAs
194949	1444206	tRNAs
379329	1444206	tRNAs
489779	1444206	tRNAs
97081	1444206	tRNAs
10730	1444234	tRNAs
1124655	1444234	tRNAs
1150869	1444234	tRNAs
180816	1444234	tRNAs
194949	1444234	tRNAs
379329	1444234	tRNAs
489779	1444234	tRNAs
97081	1444234	tRNAs
10730	1444264	tRNAs
1124655	1444264	tRNAs
1150869	1444264	tRNAs
180816	1444264	tRNAs
194949	1444264	tRNAs
379329	1444264	tRNAs
489779	1444264	tRNAs
97081	1444264	tRNAs
10730	1444042	tRNAs
10761	1444042	tRNAs
1124655	1444042	tRNAs
1147145	1444042	tRNAs
1150869	1444042	tRNAs
173443	1444042	tRNAs
180816	1444042	tRNAs
714583	1444042	tRNAs
10730	1444071	tRNAs
1124655	1444071	tRNAs
1150869	1444071	tRNAs
180816	1444071	tRNAs
194949	1444071	tRNAs
379329	1444071	tRNAs
489779	1444071	tRNAs
97081	1444071	tRNAs
10730	1444207	tRNAs
1124655	1444207	tRNAs
1150869	1444207	tRNAs
180816	1444207	tRNAs
194949	1444207	tRNAs
379329	1444207	tRNAs
489779	1444207	tRNAs
97081	1444207	tRNAs
10730	1444235	tRNAs
1124655	1444235	tRNAs
1150869	1444235	tRNAs
180816	1444235	tRNAs
194949	1444235	tRNAs
379329	1444235	tRNAs
489779	1444235	tRNAs
97081	1444235	tRNAs
10730	1444265	tRNAs
1124655	1444265	tRNAs
1150869	1444265	tRNAs
180816	1444265	tRNAs
194949	1444265	tRNAs
379329	1444265	tRNAs
489779	1444265	tRNAs
97081	1444265	tRNAs
1150869	1444183	tRNAs
194949	1444183	tRNAs
379329	1444183	tRNAs
489779	1444183	tRNAs
97081	1444183	tRNAs
10730	1444208	tRNAs
1124655	1444208	tRNAs
1150869	1444208	tRNAs
180816	1444208	tRNAs
194949	1444208	tRNAs
379329	1444208	tRNAs
489779	1444208	tRNAs
97081	1444208	tRNAs
10730	1444236	tRNAs
1124655	1444236	tRNAs
1150869	1444236	tRNAs
180816	1444236	tRNAs
194949	1444236	tRNAs
379329	1444236	tRNAs
489779	1444236	tRNAs
97081	1444236	tRNAs
10730	1444266	tRNAs
10761	1444266	tRNAs
1124655	1444266	tRNAs
1127357	1444266	tRNAs
1147145	1444266	tRNAs
1150869	1444266	tRNAs
173443	1444266	tRNAs
180816	1444266	tRNAs
194949	1444266	tRNAs
379329	1444266	tRNAs
489779	1444266	tRNAs
714583	1444266	tRNAs
97081	1444266	tRNAs
10730	1444044	tRNAs
1124655	1444044	tRNAs
180816	1444044	tRNAs
1150869	1444044	tRNAs
1168549	1444044	tRNAs
173443	1444044	tRNAs
194949	1444044	tRNAs
379329	1444044	tRNAs
489779	1444044	tRNAs
97081	1444044	tRNAs
10761	1444073	tRNAs
1124655	1444073	tRNAs
1150869	1444073	tRNAs
194949	1444073	tRNAs
379329	1444073	tRNAs
489779	1444073	tRNAs
714583	1444073	tRNAs
97081	1444073	tRNAs
10730	1444100	tRNAs
10761	1444100	tRNAs
1147145	1444100	tRNAs
1168549	1444100	tRNAs
173443	1444100	tRNAs
180816	1444100	tRNAs
194949	1444100	tRNAs
97081	1444100	tRNAs
10730	1444126	tRNAs
1124655	1444126	tRNAs
1147145	1444126	tRNAs
1150869	1444126	tRNAs
180816	1444126	tRNAs
379329	1444126	tRNAs
489779	1444126	tRNAs
714583	1444126	tRNAs
10730	1444155	tRNAs
1124655	1444155	tRNAs
1150869	1444155	tRNAs
180816	1444155	tRNAs
194949	1444155	tRNAs
379329	1444155	tRNAs
489779	1444155	tRNAs
97081	1444155	tRNAs
10730	1444184	tRNAs
1124655	1444184	tRNAs
1150869	1444184	tRNAs
180816	1444184	tRNAs
194949	1444184	tRNAs
379329	1444184	tRNAs
489779	1444184	tRNAs
97081	1444184	tRNAs
10730	1444209	tRNAs
1124655	1444209	tRNAs
1150869	1444209	tRNAs
180816	1444209	tRNAs
194949	1444209	tRNAs
379329	1444209	tRNAs
489779	1444209	tRNAs
97081	1444209	tRNAs
10730	1444237	tRNAs
1124655	1444237	tRNAs
1150869	1444237	tRNAs
180816	1444237	tRNAs
194949	1444237	tRNAs
379329	1444237	tRNAs
489779	1444237	tRNAs
97081	1444237	tRNAs
10730	1444267	tRNAs
1124655	1444267	tRNAs
1150869	1444267	tRNAs
180816	1444267	tRNAs
194949	1444267	tRNAs
379329	1444267	tRNAs
489779	1444267	tRNAs
97081	1444267	tRNAs
10730	1444127	tRNAs
1124655	1444127	tRNAs
1150869	1444127	tRNAs
180816	1444127	tRNAs
194949	1444127	tRNAs
379329	1444127	tRNAs
489779	1444127	tRNAs
97081	1444127	tRNAs
10730	1444156	tRNAs
1124655	1444156	tRNAs
1150869	1444156	tRNAs
180816	1444156	tRNAs
194949	1444156	tRNAs
379329	1444156	tRNAs
489779	1444156	tRNAs
97081	1444156	tRNAs
194949	1444210	tRNAs
10730	1444210	tRNAs
1124655	1444210	tRNAs
1150869	1444210	tRNAs
180816	1444210	tRNAs
379329	1444210	tRNAs
489779	1444210	tRNAs
97081	1444210	tRNAs
97081	1444238	tRNAs
10730	1444238	tRNAs
1124655	1444238	tRNAs
1150869	1444238	tRNAs
180816	1444238	tRNAs
194949	1444238	tRNAs
379329	1444238	tRNAs
489779	1444238	tRNAs
10678	1444268	tRNAs
10730	1444268	tRNAs
1124655	1444268	tRNAs
1150869	1444268	tRNAs
180816	1444268	tRNAs
194949	1444268	tRNAs
379329	1444268	tRNAs
489779	1444268	tRNAs
97081	1444268	tRNAs
10730	1116129	tRNAs
1124655	1116129	tRNAs
1150869	1116129	tRNAs
180816	1116129	tRNAs
194949	1116129	tRNAs
379329	1116129	tRNAs
489779	1116129	tRNAs
97081	1116129	tRNAs
10678	670897	tRNAs
10730	670897	tRNAs
1124655	670897	tRNAs
1150869	670897	tRNAs
180816	670897	tRNAs
194949	670897	tRNAs
379329	670897	tRNAs
489779	670897	tRNAs
97081	670897	tRNAs
10730	754079	tRNAs
1124655	754079	tRNAs
1150869	754079	tRNAs
180816	754079	tRNAs
194949	754079	tRNAs
379329	754079	tRNAs
489779	754079	tRNAs
97081	754079	tRNAs
10730	1116119	tRNAs
1124655	1116119	tRNAs
1150869	1116119	tRNAs
180816	1116119	tRNAs
194949	1116119	tRNAs
379329	1116119	tRNAs
489779	1116119	tRNAs
97081	1116119	tRNAs
103807	1116120	tRNAs
10678	1116120	tRNAs
10730	1116120	tRNAs
1124655	1116120	tRNAs
1150869	1116120	tRNAs
180816	1116120	tRNAs
379329	1116120	tRNAs
489779	1116120	tRNAs
10730	1116122	tRNAs
1124655	1116122	tRNAs
1150869	1116122	tRNAs
180816	1116122	tRNAs
194949	1116122	tRNAs
379329	1116122	tRNAs
489779	1116122	tRNAs
97081	1116122	tRNAs
10730	1116123	tRNAs
1124655	1116123	tRNAs
1150869	1116123	tRNAs
180816	1116123	tRNAs
194949	1116123	tRNAs
379329	1116123	tRNAs
489779	1116123	tRNAs
97081	1116123	tRNAs
10730	1116004	tRNAs
1124655	1116004	tRNAs
1150869	1116004	tRNAs
180816	1116004	tRNAs
194949	1116004	tRNAs
379329	1116004	tRNAs
489779	1116004	tRNAs
97081	1116004	tRNAs
10730	1116006	tRNAs
1124655	1116006	tRNAs
1150869	1116006	tRNAs
180816	1116006	tRNAs
194949	1116006	tRNAs
379329	1116006	tRNAs
489779	1116006	tRNAs
97081	1116006	tRNAs
10730	1116007	tRNAs
1124655	1116007	tRNAs
1150869	1116007	tRNAs
180816	1116007	tRNAs
194949	1116007	tRNAs
379329	1116007	tRNAs
489779	1116007	tRNAs
97081	1116007	tRNAs
10730	1125635	tRNAs
1124655	1125635	tRNAs
1150869	1125635	tRNAs
180816	1125635	tRNAs
194949	1125635	tRNAs
379329	1125635	tRNAs
489779	1125635	tRNAs
97081	1125635	tRNAs
1150869	1116008	tRNAs
194949	1116008	tRNAs
379329	1116008	tRNAs
489779	1116008	tRNAs
97081	1116008	tRNAs
10730	1116008	tRNAs
1124655	1116008	tRNAs
180816	1116008	tRNAs
10730	1116009	tRNAs
1124655	1116009	tRNAs
1150869	1116009	tRNAs
180816	1116009	tRNAs
194949	1116009	tRNAs
379329	1116009	tRNAs
489779	1116009	tRNAs
97081	1116009	tRNAs
10730	1116010	tRNAs
10761	1116010	tRNAs
1124655	1116010	tRNAs
1127357	1116010	tRNAs
173443	1116010	tRNAs
180816	1116010	tRNAs
194949	1116010	tRNAs
97081	1116010	tRNAs
10730	1116011	tRNAs
1124655	1116011	tRNAs
1147145	1116011	tRNAs
1150869	1116011	tRNAs
180816	1116011	tRNAs
379329	1116011	tRNAs
489779	1116011	tRNAs
714583	1116011	tRNAs
1150869	1116012	tRNAs
194949	1116012	tRNAs
379329	1116012	tRNAs
489779	1116012	tRNAs
97081	1116012	tRNAs
10730	1116012	tRNAs
1124655	1116012	tRNAs
180816	1116012	tRNAs
10730	1116013	tRNAs
1124655	1116013	tRNAs
1150869	1116013	tRNAs
180816	1116013	tRNAs
194949	1116013	tRNAs
379329	1116013	tRNAs
489779	1116013	tRNAs
97081	1116013	tRNAs
10730	1116014	tRNAs
10761	1116014	tRNAs
1124655	1116014	tRNAs
1127357	1116014	tRNAs
173443	1116014	tRNAs
180816	1116014	tRNAs
194949	1116014	tRNAs
97081	1116014	tRNAs
10730	1116016	tRNAs
1124655	1116016	tRNAs
1147145	1116016	tRNAs
1150869	1116016	tRNAs
180816	1116016	tRNAs
379329	1116016	tRNAs
489779	1116016	tRNAs
714583	1116016	tRNAs
10730	1116124	tRNAs
1124655	1116124	tRNAs
1150869	1116124	tRNAs
180816	1116124	tRNAs
194949	1116124	tRNAs
379329	1116124	tRNAs
489779	1116124	tRNAs
97081	1116124	tRNAs
10730	1116125	tRNAs
1124655	1116125	tRNAs
1150869	1116125	tRNAs
180816	1116125	tRNAs
194949	1116125	tRNAs
379329	1116125	tRNAs
489779	1116125	tRNAs
97081	1116125	tRNAs
10730	1116126	tRNAs
1124655	1116126	tRNAs
1150869	1116126	tRNAs
180816	1116126	tRNAs
194949	1116126	tRNAs
379329	1116126	tRNAs
489779	1116126	tRNAs
97081	1116126	tRNAs
1124655	1116127	tRNAs
1150869	1116127	tRNAs
194949	1116127	tRNAs
379329	1116127	tRNAs
489779	1116127	tRNAs
97081	1116127	tRNAs
10730	1116127	tRNAs
180816	1116127	tRNAs
10730	1116018	tRNAs
180816	1116018	tRNAs
194949	1116018	tRNAs
97081	1116018	tRNAs
1124655	1116018	tRNAs
1150869	1116018	tRNAs
173443	1116018	tRNAs
379329	1116018	tRNAs
489779	1116018	tRNAs
10730	1116019	tRNAs
10761	1116019	tRNAs
1124655	1116019	tRNAs
1127357	1116019	tRNAs
1147145	1116019	tRNAs
1150869	1116019	tRNAs
1177632	1116019	tRNAs
173443	1116019	tRNAs
180816	1116019	tRNAs
194949	1116019	tRNAs
379329	1116019	tRNAs
489779	1116019	tRNAs
714583	1116019	tRNAs
10730	1116128	tRNAs
10761	1116128	tRNAs
1124655	1116128	tRNAs
1127357	1116128	tRNAs
1147145	1116128	tRNAs
1150869	1116128	tRNAs
173443	1116128	tRNAs
180816	1116128	tRNAs
194949	1116128	tRNAs
379329	1116128	tRNAs
489779	1116128	tRNAs
714583	1116128	tRNAs
97081	1116128	tRNAs
10730	1116020	tRNAs
10761	1116020	tRNAs
1124655	1116020	tRNAs
1127357	1116020	tRNAs
1147145	1116020	tRNAs
1150869	1116020	tRNAs
173443	1116020	tRNAs
180816	1116020	tRNAs
194949	1116020	tRNAs
379329	1116020	tRNAs
489779	1116020	tRNAs
714583	1116020	tRNAs
97081	1116020	tRNAs
10761	1125636	tRNAs
1124655	1125636	tRNAs
1127357	1125636	tRNAs
1150869	1125636	tRNAs
379329	1125636	tRNAs
489779	1125636	tRNAs
714583	1125636	tRNAs
97081	1125636	tRNAs
10730	1116021	tRNAs
10761	1116021	tRNAs
1127357	1116021	tRNAs
1147145	1116021	tRNAs
173443	1116021	tRNAs
180816	1116021	tRNAs
194949	1116021	tRNAs
97081	1116021	tRNAs
10730	1116022	tRNAs
1124655	1116022	tRNAs
1147145	1116022	tRNAs
1150869	1116022	tRNAs
180816	1116022	tRNAs
379329	1116022	tRNAs
489779	1116022	tRNAs
714583	1116022	tRNAs
10730	1116023	tRNAs
1124655	1116023	tRNAs
1150869	1116023	tRNAs
180816	1116023	tRNAs
194949	1116023	tRNAs
379329	1116023	tRNAs
489779	1116023	tRNAs
97081	1116023	tRNAs
10730	1116024	tRNAs
1124655	1116024	tRNAs
1150869	1116024	tRNAs
180816	1116024	tRNAs
194949	1116024	tRNAs
379329	1116024	tRNAs
489779	1116024	tRNAs
97081	1116024	tRNAs
10730	1116025	tRNAs
1124655	1116025	tRNAs
1150869	1116025	tRNAs
180816	1116025	tRNAs
194949	1116025	tRNAs
379329	1116025	tRNAs
489779	1116025	tRNAs
97081	1116025	tRNAs
194949	1116026	tRNAs
10730	1116026	tRNAs
1124655	1116026	tRNAs
1150869	1116026	tRNAs
180816	1116026	tRNAs
379329	1116026	tRNAs
489779	1116026	tRNAs
97081	1116026	tRNAs
10730	1116027	tRNAs
1124655	1116027	tRNAs
1150869	1116027	tRNAs
180816	1116027	tRNAs
194949	1116027	tRNAs
379329	1116027	tRNAs
489779	1116027	tRNAs
97081	1116027	tRNAs
1150869	1116028	tRNAs
379329	1116028	tRNAs
489779	1116028	tRNAs
97081	1116028	tRNAs
10730	1116028	tRNAs
1124655	1116028	tRNAs
1177632	1116028	tRNAs
180816	1116028	tRNAs
194949	1116028	tRNAs
10730	1116029	tRNAs
1124655	1116029	tRNAs
180816	1116029	tRNAs
194949	1116029	tRNAs
1150869	1116029	tRNAs
173443	1116029	tRNAs
379329	1116029	tRNAs
489779	1116029	tRNAs
97081	1116029	tRNAs
10730	1116030	tRNAs
10761	1116030	tRNAs
1124655	1116030	tRNAs
1127357	1116030	tRNAs
1147145	1116030	tRNAs
1150869	1116030	tRNAs
173443	1116030	tRNAs
180816	1116030	tRNAs
194949	1116030	tRNAs
379329	1116030	tRNAs
489779	1116030	tRNAs
714583	1116030	tRNAs
97081	1116030	tRNAs
10730	1116031	tRNAs
10761	1116031	tRNAs
1124655	1116031	tRNAs
1127357	1116031	tRNAs
1147145	1116031	tRNAs
1150869	1116031	tRNAs
173443	1116031	tRNAs
180816	1116031	tRNAs
194949	1116031	tRNAs
379329	1116031	tRNAs
489779	1116031	tRNAs
714583	1116031	tRNAs
97081	1116031	tRNAs
10761	1116032	tRNAs
1124655	1116032	tRNAs
1127357	1116032	tRNAs
1150869	1116032	tRNAs
379329	1116032	tRNAs
489779	1116032	tRNAs
714583	1116032	tRNAs
97081	1116032	tRNAs
10730	1116033	tRNAs
10761	1116033	tRNAs
1127357	1116033	tRNAs
1147145	1116033	tRNAs
173443	1116033	tRNAs
180816	1116033	tRNAs
194949	1116033	tRNAs
97081	1116033	tRNAs
1150869	1116034	tRNAs
379329	1116034	tRNAs
489779	1116034	tRNAs
10730	1116034	tRNAs
1124655	1116034	tRNAs
1147145	1116034	tRNAs
180816	1116034	tRNAs
194949	1116034	tRNAs
714583	1116034	tRNAs
97081	1116034	tRNAs
10730	1116035	tRNAs
1124655	1116035	tRNAs
180816	1116035	tRNAs
194949	1116035	tRNAs
1150869	1116035	tRNAs
173443	1116035	tRNAs
379329	1116035	tRNAs
489779	1116035	tRNAs
97081	1116035	tRNAs
10761	1116036	tRNAs
1124655	1116036	tRNAs
1127357	1116036	tRNAs
1150869	1116036	tRNAs
379329	1116036	tRNAs
489779	1116036	tRNAs
714583	1116036	tRNAs
97081	1116036	tRNAs
1147145	1207038	tRNAs
10730	1444054	tRNAs
10761	1444054	tRNAs
1127357	1444054	tRNAs
173443	1444054	tRNAs
180816	1444054	tRNAs
194949	1444054	tRNAs
379329	1444054	tRNAs
97081	1444054	tRNAs
10730	1444082	tRNAs
1124655	1444082	tRNAs
1147145	1444082	tRNAs
1150869	1444082	tRNAs
180816	1444082	tRNAs
194949	1444082	tRNAs
489779	1444082	tRNAs
714583	1444082	tRNAs
