Contigs id(VIRUS)	Host taxid	pmid	evidence
Clostridia_gi_545023148_49570_73115	1151361	26200428	VirSorter
Clostridia_gi_545023166	1151361	26200428	VirSorter
Clostridia_gi_545023332	1151361	26200428	VirSorter
Clostridia_gi_545023643	1151362	26200428	VirSorter
Clostridia_gi_550476923	1215061	26200428	VirSorter
Clostridia_gi_550502754	1215061	26200428	VirSorter
Clostridia_gi_545024716_0_52375	1151364	26200428	VirSorter
Clostridia_gi_545061581	1232192	26200428	VirSorter
Clostridia_gi_545061585	1232192	26200428	VirSorter
Clostridia_gi_545061697	1232192	26200428	VirSorter
Clostridia_gi_545024826	1151366	26200428	VirSorter
Clostridia_gi_545025134	1151367	26200428	VirSorter
Clostridia_gi_545025285	1151367	26200428	VirSorter
Clostridia_gi_545025400	1151367	26200428	VirSorter
Clostridia_gi_545025453	1151367	26200428	VirSorter
Clostridia_gi_545026636_0_37230	1151368	26200428	VirSorter
Clostridia_gi_545061915	1232194	26200428	VirSorter
Clostridia_gi_545061917	1232194	26200428	VirSorter
Clostridia_gi_545062049_522710_561922	1232195	26200428	VirSorter
Clostridia_gi_545062109	1232195	26200428	VirSorter
Clostridia_gi_545062118_0_31923	1232195	26200428	VirSorter
Clostridia_gi_545062157_0_22732	1232195	26200428	VirSorter
Clostridia_gi_550135422_47288_69589	1232197	26200428	VirSorter
Clostridia_gi_550140903	1232197	26200428	VirSorter
Clostridia_gi_545039456	1151393	26200428	VirSorter
Clostridia_gi_545042990	1151401	26200428	VirSorter
Clostridia_gi_545043069_10111_42759	1151401	26200428	VirSorter
Clostridia_gi_545043286	1151401	26200428	VirSorter
Clostridia_gi_545043425_97642_136219	1151402	26200428	VirSorter
Clostridia_gi_545043553_176308_217460	1151402	26200428	VirSorter
Clostridia_gi_545043568	1151402	26200428	VirSorter
Clostridia_gi_545043797	1151403	26200428	VirSorter
Clostridia_gi_545043968	1151404	26200428	VirSorter
Clostridia_gi_545044227	1151405	26200428	VirSorter
Clostridia_gi_545044439	1151406	26200428	VirSorter
Clostridia_gi_545044514	1151406	26200428	VirSorter
Clostridia_gi_545044593	1151407	26200428	VirSorter
Clostridia_gi_545044880	1151408	26200428	VirSorter
Clostridia_gi_545044940	1151408	26200428	VirSorter
Clostridia_gi_545045010_49019_94601	1151409	26200428	VirSorter
Clostridia_gi_545045045	1151409	26200428	VirSorter
Clostridia_gi_545047080_76197_107291	1151411	26200428	VirSorter
Clostridia_gi_545040034	1151395	26200428	VirSorter
Clostridia_gi_545047774	1151412	26200428	VirSorter
Clostridia_gi_545047928_47470_79268	1151412	26200428	VirSorter
Clostridia_gi_545048494	1151413	26200428	VirSorter
Clostridia_gi_550109407	1151415	26200428	VirSorter
Clostridia_gi_550113142	1151415	26200428	VirSorter
Clostridia_gi_545049577	1151418	26200428	VirSorter
Clostridia_gi_550121985	1151419	26200428	VirSorter
Clostridia_gi_545049023	1151416	26200428	VirSorter
Clostridia_gi_545049030	1151416	26200428	VirSorter
Clostridia_gi_545049359	1151416	26200428	VirSorter
Clostridia_gi_550114834	1151417	26200428	VirSorter
Clostridia_gi_550116859	1151417	26200428	VirSorter
Clostridia_gi_545049814	1151420	26200428	VirSorter
Clostridia_gi_545050016	1151421	26200428	VirSorter
Clostridia_gi_545050181	1151422	26200428	VirSorter
Clostridia_gi_545050221	1151422	26200428	VirSorter
Clostridia_gi_545050231	1151422	26200428	VirSorter
Clostridia_gi_545050421	1151423	26200428	VirSorter
Clostridia_gi_545050438	1151423	26200428	VirSorter
Clostridia_gi_545050474	1151423	26200428	VirSorter
Clostridia_gi_545050663	1151423	26200428	VirSorter
Clostridia_gi_545051108	1151424	26200428	VirSorter
Clostridia_gi_545040419	1151396	26200428	VirSorter
Clostridia_gi_545051162	1151425	26200428	VirSorter
Clostridia_gi_545051170	1151425	26200428	VirSorter
Clostridia_gi_545051184_570387_600909	1151425	26200428	VirSorter
Clostridia_gi_545051224	1151425	26200428	VirSorter
Clostridia_gi_545051677_47472_91850	1151426	26200428	VirSorter
Clostridia_gi_545052078	1151426	26200428	VirSorter
Clostridia_gi_550143617	1151427	26200428	VirSorter
Clostridia_gi_545052176	1151428	26200428	VirSorter
Clostridia_gi_545052260_0_34729	1151428	26200428	VirSorter
Clostridia_gi_545052424	1151428	26200428	VirSorter
Clostridia_gi_545040821	1151397	26200428	VirSorter
Clostridia_gi_545040827	1151397	26200428	VirSorter
Clostridia_gi_545040838	1151397	26200428	VirSorter
Clostridia_gi_545040870	1151397	26200428	VirSorter
Clostridia_gi_545053316_232170_263640	1151429	26200428	VirSorter
Clostridia_gi_550124733	1151431	26200428	VirSorter
Clostridia_gi_550125691	1151431	26200428	VirSorter
Clostridia_gi_550130037_95265_133929	1151432	26200428	VirSorter
Clostridia_gi_550130350	1151432	26200428	VirSorter
Clostridia_gi_545053493	1151433	26200428	VirSorter
Clostridia_gi_545053530	1151433	26200428	VirSorter
Clostridia_gi_545053569	1151433	26200428	VirSorter
Clostridia_gi_545041330	1151398	26200428	VirSorter
Clostridia_gi_545041455	1151398	26200428	VirSorter
Clostridia_gi_545041686	1151398	26200428	VirSorter
Clostridia_gi_545041815	1151398	26200428	VirSorter
Clostridia_gi_545053673	1151434	26200428	VirSorter
Clostridia_gi_545053716	1151434	26200428	VirSorter
Clostridia_gi_545053990	1151436	26200428	VirSorter
Clostridia_gi_545054069	1151436	26200428	VirSorter
Clostridia_gi_545054205	1151437	26200428	VirSorter
Clostridia_gi_545054279	1151438	26200428	VirSorter
Clostridia_gi_545054357_103769_155846	1151438	26200428	VirSorter
Clostridia_gi_545054500	1151439	26200428	VirSorter
Clostridia_gi_545054517_0_10960	1151439	26200428	VirSorter
Clostridia_gi_545054567	1151439	26200428	VirSorter
Clostridia_gi_545054674	1151440	26200428	VirSorter
Clostridia_gi_545054676	1151440	26200428	VirSorter
Clostridia_gi_545053425_49685_72529	1151430	26200428	VirSorter
Clostridia_gi_545042015	1151399	26200428	VirSorter
Clostridia_gi_545042017	1151399	26200428	VirSorter
Clostridia_gi_545042021	1151399	26200428	VirSorter
Clostridia_gi_545042081	1151399	26200428	VirSorter
Clostridia_gi_545042574_12492_45139	1151400	26200428	VirSorter
Clostridia_gi_209401276_1065214_1110658	367459	26200428	VirSorter
Clostridia_gi_219684126	479834	26200428	VirSorter
Clostridia_gi_219684127	479834	26200428	VirSorter
Clostridia_gi_224514680_1625520_1677280	479834	26200428	VirSorter
Clostridia_gi_219723360	479831	26200428	VirSorter
Clostridia_gi_219723361	479831	26200428	VirSorter
Clostridia_gi_219723362	479831	26200428	VirSorter
Clostridia_gi_219723363	479831	26200428	VirSorter
Clostridia_gi_219723364	479831	26200428	VirSorter
Clostridia_gi_219723366	479831	26200428	VirSorter
Clostridia_gi_219723305	455631	26200428	VirSorter
Clostridia_gi_224531476_1620964_1672725	455631	26200428	VirSorter
Clostridia_gi_224514686_1668856_1720618	479832	26200428	VirSorter
Clostridia_gi_219723494	479833	26200428	VirSorter
Clostridia_gi_224514679_1605411_1657174	479833	26200428	VirSorter
Clostridia_gi_260685375_1674440_1726202	645463	26200428	VirSorter
Clostridia_gi_545030157	1151373	26200428	VirSorter
Clostridia_gi_545030182	1151373	26200428	VirSorter
Clostridia_gi_545030798_10084_55949	1151376	26200428	VirSorter
Clostridia_gi_545030831	1151376	26200428	VirSorter
Clostridia_gi_545031373	1151377	26200428	VirSorter
Clostridia_gi_545031386	1151377	26200428	VirSorter
Clostridia_gi_545031787	1151377	26200428	VirSorter
Clostridia_gi_545032236	1151378	26200428	VirSorter
Clostridia_gi_545032314	1151378	26200428	VirSorter
Clostridia_gi_545032423	1151379	26200428	VirSorter
Clostridia_gi_545032678	1151379	26200428	VirSorter
Clostridia_gi_545032679	1151379	26200428	VirSorter
Clostridia_gi_545032829	1151379	26200428	VirSorter
Clostridia_gi_545033788	1151380	26200428	VirSorter
Clostridia_gi_545034029	1151380	26200428	VirSorter
Clostridia_gi_545034157	1151380	26200428	VirSorter
Clostridia_gi_545034193	1151380	26200428	VirSorter
Clostridia_gi_545030500	1151374	26200428	VirSorter
Clostridia_gi_545030618	1151374	26200428	VirSorter
Clostridia_gi_545034271_47463_98238	1151381	26200428	VirSorter
Clostridia_gi_545034421	1151382	26200428	VirSorter
Clostridia_gi_545034554_49445_78215	1151383	26200428	VirSorter
Clostridia_gi_545035115	1151385	26200428	VirSorter
Clostridia_gi_545035444	1151386	26200428	VirSorter
Clostridia_gi_545035491	1151386	26200428	VirSorter
Clostridia_gi_545036060	1151387	26200428	VirSorter
Clostridia_gi_545036069	1151387	26200428	VirSorter
Clostridia_gi_545036925_220_51237	1151389	26200428	VirSorter
Clostridia_gi_545037117	1151390	26200428	VirSorter
Clostridia_gi_545037317	1151391	26200428	VirSorter
Clostridia_gi_545037542_3677_36763	1151391	26200428	VirSorter
Clostridia_gi_545037736	1151391	26200428	VirSorter
Clostridia_gi_545037866	1151391	26200428	VirSorter
Clostridia_gi_545037962_8039_50929	1151391	26200428	VirSorter
Clostridia_gi_545038083	1151391	26200428	VirSorter
Clostridia_gi_545038142	1151391	26200428	VirSorter
Clostridia_gi_545039121	1151392	26200428	VirSorter
Clostridia_gi_545030656	1151375	26200428	VirSorter
Clostridia_gi_545030666	1151375	26200428	VirSorter
Clostridia_gi_237642738	566550	26200428	VirSorter
Clostridia_gi_237642771	566550	26200428	VirSorter
Clostridia_gi_237642775	566550	26200428	VirSorter
Clostridia_gi_237642811	566550	26200428	VirSorter
Clostridia_gi_237642835	566550	26200428	VirSorter
Clostridia_gi_237642836	566550	26200428	VirSorter
Clostridia_gi_546162569_1631445_1676706	1294142	26200428	VirSorter
Clostridia_gi_148245107	431943	26200428	VirSorter
Clostridia_gi_547828470	1263068	26200428	VirSorter
Clostridia_gi_224223425	428125	26200428	VirSorter
Clostridia_gi_440782432_39828_81041	1262449	26200428	VirSorter
Clostridia_gi_565896634	1428454	26200428	VirSorter
Clostridia_gi_153883612_29538_60066	451754	26200428	VirSorter
Clostridia_gi_153883623	451754	26200428	VirSorter
Clostridia_gi_169344351	445334	26200428	VirSorter
Clostridia_gi_153883810	451756	26200428	VirSorter
Clostridia_gi_153883811	451756	26200428	VirSorter
Clostridia_gi_153883714_0_33729	451755	26200428	VirSorter
Clostridia_gi_153883716	451755	26200428	VirSorter
Clostridia_gi_422346908_263682_299784	742739	26200428	VirSorter
Clostridia_gi_422348123	742739	26200428	VirSorter
unknown_gi_253682852	658056	26200428	VirSorter
unknown_gi_253682872	658056	26200428	VirSorter
unknown_gi_253682895	658056	26200428	VirSorter
unknown_gi_253682974	658056	26200428	VirSorter
Clostridia_gi_160878162_3615270_3659755	357809	26200428	VirSorter
Clostridia_gi_451816898_818683_861235	931276	26200428	VirSorter
Clostridia_gi_484134973	931276	26200428	VirSorter
Clostridia_gi_484135380_17626_43175	931276	26200428	VirSorter
Clostridia_gi_484135393	931276	26200428	VirSorter
Clostridia_gi_510836939	1202534	26200428	VirSorter
Clostridia_gi_224514969_26510_67213	411468	26200428	VirSorter
Clostridia_gi_224515013	411468	26200428	VirSorter
Clostridia_gi_544690375	1292036	26200428	VirSorter
Clostridia_gi_355632064_60118_93388	665940	26200428	VirSorter
Clostridia_gi_355635008_30994_83331	665940	26200428	VirSorter
Clostridia_gi_490177391	97139	26200428	VirSorter
Clostridia_gi_490182861_399957_424965	97139	26200428	VirSorter
Clostridia_gi_545420585	1507	26200428	VirSorter
Clostridia_gi_545422032	1507	26200428	VirSorter
Clostridia_gi_545390150	649724	26200428	VirSorter
Clostridia_gi_545391396	649724	26200428	VirSorter
Clostridia_gi_547782873	1262779	26200428	VirSorter
Clostridia_gi_547783687	1262779	26200428	VirSorter
Clostridia_gi_547755088	1262780	26200428	VirSorter
Clostridia_gi_557507028	1262781	26200428	VirSorter
Clostridia_gi_548232719	1262788	26200428	VirSorter
Clostridia_gi_548245767	1262790	26200428	VirSorter
Clostridia_gi_548246196	1262790	26200428	VirSorter
Clostridia_gi_547839317_8231_13520	1262794	26200428	VirSorter
Clostridia_gi_547839746	1262794	26200428	VirSorter
Clostridia_gi_547857777	1262798	26200428	VirSorter
Clostridia_gi_547942827	1262800	26200428	VirSorter
Clostridia_gi_547833238	1262803	26200428	VirSorter
Clostridia_gi_547958683	1262805	26200428	VirSorter
Clostridia_gi_547965261_11334_26222	1262814	26200428	VirSorter
Clostridia_gi_547762165	1262819	26200428	VirSorter
Clostridia_gi_547865888	1262824	26200428	VirSorter
Clostridia_gi_547868097	1262824	26200428	VirSorter
Clostridia_gi_546697520	1262825	26200428	VirSorter
Clostridia_gi_547209477_0_28549	1262831	26200428	VirSorter
Clostridia_gi_546477851	1262832	26200428	VirSorter
Clostridia_gi_546486044_95813_139509	1262832	26200428	VirSorter
Clostridia_gi_546486246	1262832	26200428	VirSorter
Clostridia_gi_546932691	1262842	26200428	VirSorter
Clostridia_gi_546938241_31377_54043	1262842	26200428	VirSorter
Clostridia_gi_546939731_162301_174407	1262842	26200428	VirSorter
Clostridia_gi_548299989	1262843	26200428	VirSorter
GOV_bin_1886_contig-100_4	1499683	27654921	Tetra
GOV_bin_2593_contig-100_2	1499683	27654921	Tetra
GOV_bin_3809_contig-100_0	1499683	27654921	Tetra
GOV_bin_4123_contig-100_0	1499683	27654921	Tetra
GOV_bin_4927_contig-100_2	1499683	27654921	Tetra
GOV_bin_655_contig-100_0	1499683	27654921	Tetra
Clostridia_gi_313897106	908340	26200428	VirSorter
GOV_bin_2280_contig-100_2	1033737	27654921	Tetra
GOV_bin_3923_contig-100_0	1033737	27654921	Tetra
Clostridia_gi_283767241_16075_65536	411486	26200428	VirSorter
Clostridia_gi_410725548_0_62426	1196322	26200428	VirSorter
Clostridia_gi_410727720	1196322	26200428	VirSorter
Clostridia_gi_424825740	1075091	26200428	VirSorter
Clostridia_gi_424826084	1075091	26200428	VirSorter
Clostridia_gi_424828341	1075091	26200428	VirSorter
Clostridia_gi_424834807	1075091	26200428	VirSorter
Clostridia_gi_545401873	411472	26200428	VirSorter
Clostridia_gi_324035751_41009_118330	742740	26200428	VirSorter
Clostridia_gi_324035913_481009_519433	742741	26200428	VirSorter
Clostridia_gi_553726179	1349417	26200428	VirSorter
GOV_bin_5046_contig-100_5	1233099	27654921	Tetra
Clostridia_gi_484165891	1121342	26200428	VirSorter
Clostridia_gi_484165946	1121342	26200428	VirSorter
Clostridia_gi_499152390	1121342	26200428	VirSorter
Clostridia_gi_499152505	1121342	26200428	VirSorter
Clostridia_gi_499153052	1121342	26200428	VirSorter
GOV_bin_4052_contig-100_2	28258	27654921	blastn
GOV_bin_1507_contig-100_0	118168	27654921	blastn
GOV_bin_248_contig-100_5	118168	27654921	blastn
Betaproteobacteria_gi_340785197_2493510_2511229	1005048	26200428	VirSorter
Betaproteobacteria_gi_340785197_3916048_3955290	1005048	26200428	VirSorter
Actinobacteria_gi_548163931	1262851	26200428	VirSorter
Actinobacteria_gi_484064923_31_33894	1232426	26200428	VirSorter
GOV_bin_2429_contig-100_0	1265503	27654921	Tetra
GOV_bin_2480_contig-100_2	1265503	27654921	Tetra
Tp1_62_SUR_0-0d2_scaffold151154_1	1265503	27654921	Tetra
Tp1_85_DCM_0-0d2_C3194999_1	1265503	27654921	Tetra
GOV_bin_5350_contig-100_13	167879	27654921	Tetra
GOV_bin_8322_contig-100_0	167879	27654921	Tetra
Betaproteobacteria_gi_511621714	1055192	26200428	VirSorter
Betaproteobacteria_gi_484173433	1111078	26200428	VirSorter
Betaproteobacteria_gi_484173463_54273_68336	1111078	26200428	VirSorter
Betaproteobacteria_gi_299534258	563045	26200428	VirSorter
Alphaproteobacteria_gi_354594202	1088868	26200428	VirSorter
Alphaproteobacteria_gi_354595417	1088868	26200428	VirSorter
GOV_bin_8040_contig-100_1	314285	27654921	blastn
Erysipelotrichia_gi_365833705_246515_283731	665941	26200428	VirSorter
Clostridia_gi_547807793_174268_205484	1262862	26200428	VirSorter
GOV_bin_648_contig-100_0	583355	27654921	Tetra
Actinobacteria_gi_484063094_9427_43290	1232436	26200428	VirSorter
Actinobacteria_gi_227870386	548476	26200428	VirSorter
Actinobacteria_gi_358445441	1110505	26200428	VirSorter
Actinobacteria_gi_419859811	1166015	26200428	VirSorter
Actinobacteria_gi_484048409	1162302	26200428	VirSorter
Actinobacteria_gi_484048417	1162302	26200428	VirSorter
Actinobacteria_gi_484231591	1121365	26200428	VirSorter
Actinobacteria_gi_484126993_2307_14717	95617	26200428	VirSorter
Cyanobacteria_gi_416410336	423471	26200428	VirSorter
Cyanobacteria_gi_546223575	423472	26200428	VirSorter
Gammaproteobacteria_gi_429082710_3395_44749	1073999	26200428	VirSorter
Gammaproteobacteria_gi_429090711	1208656	26200428	VirSorter
Gammaproteobacteria_gi_429090781	1208656	26200428	VirSorter
Gammaproteobacteria_gi_429094643	1208656	26200428	VirSorter
Gammaproteobacteria_gi_429095456_1943076_1978291	1208661	26200428	VirSorter
Gammaproteobacteria_gi_429104362_356045_415058	1208591	26200428	VirSorter
Gammaproteobacteria_gi_429119566	1208592	26200428	VirSorter
Gammaproteobacteria_gi_429120722_15556_46820	1208592	26200428	VirSorter
Gammaproteobacteria_gi_429122166_371_22495	1208592	26200428	VirSorter
Gammaproteobacteria_gi_424814860	1208664	26200428	VirSorter
Gammaproteobacteria_gi_424819845	1208664	26200428	VirSorter
Gammaproteobacteria_gi_565643472_2014841_2055599	1401659	26200428	VirSorter
Gammaproteobacteria_gi_429100003_1878114_1918393	1208590	26200428	VirSorter
Actinobacteria_gi_548079438	1262868	26200428	VirSorter
Betaproteobacteria_gi_374365821_94473_100136	1127483	26200428	VirSorter
Betaproteobacteria_gi_374370123_21701_58664	1127483	26200428	VirSorter
Betaproteobacteria_gi_374370688_23026_35095	1127483	26200428	VirSorter
Betaproteobacteria_gi_430025423_31365_38532	1249621	26200428	VirSorter
Betaproteobacteria_gi_430025539_0_9822	1249621	26200428	VirSorter
Betaproteobacteria_gi_430025539_9934_18290	1249621	26200428	VirSorter
Betaproteobacteria_gi_485074404	1265504	26200428	VirSorter
Betaproteobacteria_gi_485074414	1265504	26200428	VirSorter
GOV_bin_1473_contig-100_21	180281	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	180281	27654921	blastn
GOV_bin_1507_contig-100_0	533240	27654921	blastn
Tp1_102_DCM_0-0d2_scaffold97904_4	533240	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	533240	27654921	blastn
unknown_gi_484106635	100480	26200428	VirSorter
GOV_bin_1426_contig-100_1	639282	27654921	Tetra
GOV_bin_2232_contig-100_4	639282	27654921	Tetra
GOV_bin_6153_contig-100_0	639282	27654921	Tetra
GOV_bin_6264_contig-100_0	1417296	27654921	blastn
Clostridia_gi_482919705	1035308	26200428	VirSorter
Deinococci_gi_484153811	1288484	26200428	VirSorter
Deinococci_gi_484153907	1288484	26200428	VirSorter
Deinococci_gi_484154262	1288484	26200428	VirSorter
Betaproteobacteria_gi_512600403	883100	26200428	VirSorter
Betaproteobacteria_gi_512601249	883100	26200428	VirSorter
Betaproteobacteria_gi_512605790	883100	26200428	VirSorter
Betaproteobacteria_gi_512572917	883101	26200428	VirSorter
Betaproteobacteria_gi_512574463	883101	26200428	VirSorter
Betaproteobacteria_gi_333911667_4419908_4429086	742013	26200428	VirSorter
Clostridia_gi_345859137	913865	26200428	VirSorter
Clostridia_gi_345861936	913865	26200428	VirSorter
Deltaproteobacteria_gi_544815434	1121439	26200428	VirSorter
Deltaproteobacteria_gi_486401475	1121444	26200428	VirSorter
Deltaproteobacteria_gi_486401495	1121444	26200428	VirSorter
Deltaproteobacteria_gi_486401528	1121444	26200428	VirSorter
Deltaproteobacteria_gi_486401586	1121444	26200428	VirSorter
GOV_bin_2520_contig-100_1	1121453	27654921	Tetra
Deltaproteobacteria_gi_224515267	411464	26200428	VirSorter
Deltaproteobacteria_gi_347731334_0_14771	298701	26200428	VirSorter
Deltaproteobacteria_gi_347732078	298701	26200428	VirSorter
Deltaproteobacteria_gi_510897572	1292024	26200428	VirSorter
Deltaproteobacteria_gi_510897575	1292024	26200428	VirSorter
Deltaproteobacteria_gi_120601051_3198570_3219699	391774	26200428	VirSorter
Deltaproteobacteria_gi_387151873_2802698_2837493	573059	26200428	VirSorter
Deltaproteobacteria_gi_218885109_862545_900907	883	26200428	VirSorter
Deltaproteobacteria_gi_46562128_2799566_2834361	882	26200428	VirSorter
Negativicutes_gi_313892420	910314	26200428	VirSorter
Negativicutes_gi_313892477	910314	26200428	VirSorter
Negativicutes_gi_548123136	1262869	26200428	VirSorter
Negativicutes_gi_548327455_28990_48298	1262871	26200428	VirSorter
Negativicutes_gi_548327878	1262871	26200428	VirSorter
Gammaproteobacteria_gi_271498578_2014520_2037146	590409	26200428	VirSorter
Gammaproteobacteria_gi_242237460_2469275_2497312	579405	26200428	VirSorter
Gammaproteobacteria_gi_498483802	1226343	26200428	VirSorter
Gammaproteobacteria_gi_498483688	1223570	26200428	VirSorter
Gammaproteobacteria_gi_498483797_2481559_2504891	1223570	26200428	VirSorter
Gammaproteobacteria_gi_498483687_2505058_2527818	1223568	26200428	VirSorter
Gammaproteobacteria_gi_498483687_604406_642522	1223568	26200428	VirSorter
Gammaproteobacteria_gi_512451044_2446095_2474129	1224150	26200428	VirSorter
Gammaproteobacteria_gi_512454052_2685116_2708579	1226344	26200428	VirSorter
Gammaproteobacteria_gi_512450094_2691196_2714659	1225786	26200428	VirSorter
Gammaproteobacteria_gi_498483834_2756203_2779668	1224151	26200428	VirSorter
Gammaproteobacteria_gi_498483838_2687298_2710763	1224152	26200428	VirSorter
Gammaproteobacteria_gi_550654326_106476_130137	1231725	26200428	VirSorter
Gammaproteobacteria_gi_512451525_1660170_1682462	1224147	26200428	VirSorter
Gammaproteobacteria_gi_484105649_192443_227309	1175299	26200428	VirSorter
Gammaproteobacteria_gi_484105653_380700_412400	1175299	26200428	VirSorter
Gammaproteobacteria_gi_484105672_90012_113280	1175299	26200428	VirSorter
GOV_bin_2371_contig-100_0	1232674	27654921	blastn
GOV_bin_1572_contig-100_0	1232674	27654921	Tetra
GOV_bin_5477_contig-100_9	1232674	27654921	Tetra
GOV_bin_6264_contig-100_1	1232674	27654921	Tetra
Clostridia_gi_547873663_11997_37723	1263073	26200428	VirSorter
Clostridia_gi_547873860	1263073	26200428	VirSorter
Clostridia_gi_223667572_323765_376572	411462	26200428	VirSorter
Bacteroidia_gi_333463429	742767	26200428	VirSorter
Bacteroidia_gi_333463430	742767	26200428	VirSorter
Bacteroidia_gi_484226193	742767	26200428	VirSorter
Bacteroidia_gi_484226199	742767	26200428	VirSorter
Gammaproteobacteria_gi_417358931_3002983_3033332	634503	26200428	VirSorter
Gammaproteobacteria_gi_294638547_267107_298132	500638	26200428	VirSorter
Gammaproteobacteria_gi_294638549_1980854_2021803	500638	26200428	VirSorter
Gammaproteobacteria_gi_470461182_3708160_3736834	1288122	26200428	VirSorter
Gammaproteobacteria_gi_387134041	718251	26200428	VirSorter
Gammaproteobacteria_gi_451966332_39695_70415	667121	26200428	VirSorter
Actinobacteria_gi_546862272	1262874	26200428	VirSorter
Betaproteobacteria_gi_565117443	1073362	26200428	VirSorter
Gammaproteobacteria_gi_345879247	1048808	26200428	VirSorter
Gammaproteobacteria_gi_257455533_8222_51655	553217	26200428	VirSorter
Gammaproteobacteria_gi_444350194_608268_642569	935296	26200428	VirSorter
Gammaproteobacteria_gi_345301759	640513	26200428	VirSorter
Gammaproteobacteria_gi_260881935_1635577_1682711	500639	26200428	VirSorter
Gammaproteobacteria_gi_556464165_1470019_1496079	1329844	26200428	VirSorter
Gammaproteobacteria_gi_556464165_59410_107485	1329844	26200428	VirSorter
Gammaproteobacteria_gi_556426767_3346990_3389832	1329845	26200428	VirSorter
Gammaproteobacteria_gi_556426780	1329845	26200428	VirSorter
Gammaproteobacteria_gi_499134761_0_12786	1312879	26200428	VirSorter
Gammaproteobacteria_gi_499135119	1312879	26200428	VirSorter
Gammaproteobacteria_gi_499135146	1312879	26200428	VirSorter
Gammaproteobacteria_gi_558087732_151701_170404	1399146	26200428	VirSorter
Gammaproteobacteria_gi_544799236_241189_291873	1340854	26200428	VirSorter
Gammaproteobacteria_gi_544799257_206503_224580	1340854	26200428	VirSorter
Gammaproteobacteria_gi_483305615_4369_36163	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483305662	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483305691	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483306617_103_13813	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483306993_249971_290685	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483306993_349259_385289	1203195	26200428	VirSorter
Gammaproteobacteria_gi_483307261	1203195	26200428	VirSorter
Gammaproteobacteria_gi_296100371_1325089_1370589	716541	26200428	VirSorter
Gammaproteobacteria_gi_296100371_3244219_3278678	716541	26200428	VirSorter
Gammaproteobacteria_gi_296100371_3638199_3682456	716541	26200428	VirSorter
Gammaproteobacteria_gi_419958269_193971_225517	1177927	26200428	VirSorter
Gammaproteobacteria_gi_392976867_2693346_2733176	1104326	26200428	VirSorter
Gammaproteobacteria_gi_556328063_3010679_3035200	1329855	26200428	VirSorter
Gammaproteobacteria_gi_556328063_648589_696455	1329855	26200428	VirSorter
Gammaproteobacteria_gi_556328063_728434_758834	1329855	26200428	VirSorter
Gammaproteobacteria_gi_556314587_223954_244540	1329856	26200428	VirSorter
Gammaproteobacteria_gi_556417786_2006795_2047543	1329852	26200428	VirSorter
Gammaproteobacteria_gi_556417786_2654455_2702114	1329852	26200428	VirSorter
Gammaproteobacteria_gi_556398877_1928390_1970793	1329853	26200428	VirSorter
Gammaproteobacteria_gi_556398877_3306951_3354885	1329853	26200428	VirSorter
Gammaproteobacteria_gi_334126447_1347522_1396523	888063	26200428	VirSorter
Gammaproteobacteria_gi_311277332_1953685_1996496	701347	26200428	VirSorter
Gammaproteobacteria_gi_354697327_944224_982829	980518	26200428	VirSorter
Gammaproteobacteria_gi_354697329_473969_512294	980518	26200428	VirSorter
Gammaproteobacteria_gi_550796365_1791038_1832170	1329823	26200428	VirSorter
Gammaproteobacteria_gi_550796365_2133859_2181810	1329823	26200428	VirSorter
Gammaproteobacteria_gi_550796365_3490252_3537771	1329823	26200428	VirSorter
Gammaproteobacteria_gi_556497781_907889_944040	1329825	26200428	VirSorter
Gammaproteobacteria_gi_556497781_952920_979866	1329825	26200428	VirSorter
Gammaproteobacteria_gi_556491303_1914347_1956432	1329826	26200428	VirSorter
Gammaproteobacteria_gi_556491303_2612109_2643035	1329826	26200428	VirSorter
Gammaproteobacteria_gi_556488729_242666_271385	1329828	26200428	VirSorter
Gammaproteobacteria_gi_556488729_710509_746668	1329828	26200428	VirSorter
Gammaproteobacteria_gi_556481255_4455595_4499057	1329829	26200428	VirSorter
Gammaproteobacteria_gi_556481255_879873_926321	1329829	26200428	VirSorter
Gammaproteobacteria_gi_556481330	1329829	26200428	VirSorter
Gammaproteobacteria_gi_556478622_23071_104461	1329830	26200428	VirSorter
Gammaproteobacteria_gi_556472568_10232_40134	1329834	26200428	VirSorter
Gammaproteobacteria_gi_550766529_3194803_3235349	1329817	26200428	VirSorter
Gammaproteobacteria_gi_550766611_28341_112394	1329817	26200428	VirSorter
Gammaproteobacteria_gi_499133666	1313264	26200428	VirSorter
Gammaproteobacteria_gi_401677934_15678_25932	1216470	26200428	VirSorter
Gammaproteobacteria_gi_483282499_203195_232726	1224136	26200428	VirSorter
Gammaproteobacteria_gi_483283219	1224136	26200428	VirSorter
Gammaproteobacteria_gi_440285501_2544032_2595326	693444	26200428	VirSorter
Bacilli_gi_510804365_420471_460981	1140002	26200428	VirSorter
